"ACTIVITY_KEY"	"ACTIVITYALT_KEY"	"ACTIVITYNAME"	"ACTIVITYSHORTNAME"	"ACTIVITYSHORTNAMEENUM"	"ACTIVITYGROUP"	"ACTIVITYSUBGROUP"	"ACTIVITYSEGMENT"	"ACTIVITYVALIDCODE"	"INDUSTRYALT_KEY"	"BSR1ACODE"	"BSR1BCODE"	"FOODPRO"	"ACTIVITYLBRCODE"	"ASSETCLASS"	"BSR3CODE"	"CIBIL_CONSUMERACTYPE"	"COMODITYCODE"	"SECTORLBRCODE"	"SICKINDUSTRYCODE"	"SICKSSIINDALT_KEY"	"ASSETCLASSNORM"	"OTHERASSETS"	"MINORACTIVITY"	"SHGACTIVITY"	"PROD"	"INV"	"NF"	"ACT_TYPE"	"LBRGROUP"	"LBRSUBGROUP"	"LBRCODE"	"ACT_PH"	"CIBILBUSINESSINDUSTRYTYPE"	"SICCODE"	"ACTIVITYSUBGROUPDESCRIPTION"	"INTREST_FREQ"	"SRCSYSACTIVITYCODE"	"SRCSYSACTIVITYCODE1"	"SRCSYSACTIVITYNAME"	"SRCSYSACTIVITYNAME1"	"DESTSYSACTIVITYCODE"	"AUTHORISATIONSTATUS"	"EFFECTIVEFROMTIMEKEY"	"EFFECTIVETOTIMEKEY"	"CREATEDBY"	"DATECREATED"	"MODIFIEDBY"	"DATEMODIFIE"	"APPROVEDBY"	"DATEAPPROVED"	"D2KTIMESTAMP"	"VCI"	"IRBMARK"	"EWSINDUSTRYALT_KEY"	"BSEINDUSTRYALT_KEY"	"EWSKEYSECTORALT_KEY"	"NEWACTIVITYSEGMENT"	"ALLIED_AGR"
1352	7812	"LIGHT COMM./PASS. VEHICLES & PARTS"	"LIGHT-COMM-VEH-PARTS"	"LIGHT-COMM-VEH-PARTS"	"MANUFACTURING"	"VEHICLE"	" "	"N"	9	"34101"	"330"		""	"NORMAL"	""	""	"714"	""	""	90	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"VEHICLE LOANS"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F194E	""	""				" "	"N"
1052	6619	"MANUFACTURE  OF CARD  BOARD  BOXES"	"MANU-CARD-BOARD-BOX"	"MANU-CARD-BOARD-BOX"	"MANUFACTURING"	"PAPER"	" "	"Y"	18	"21003"	"270"		""	"NORMAL"	""	"00"	"604"	""	""	30	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"PAPER INDUSTRIES"	""	"6619"	""	"MNFG.-  CARD  BOARD  BOXES"	""	""	""	1400	49999	""		""		""		00000000000F194F	""	""				" "	"N"
1354	7814	"CARS & PARTS"	"CAR-PARTS"	"CAR-PARTS"	"MANUFACTURING"	"VEHICLE"	" "	"N"	9	"34101"	"330"		""	"NORMAL"	""	""	"714"	""	""	90	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"VEHICLE LOANS"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1950	""	""				" "	"N"
1054	6621	"MANUFACTURE  OF OTHER  CONTAINERS  AND  BOXES  OF"	"MANU-OTH-CONTAINER"	"MANU-OTH-CONTAINER"	"MANUFACTURING"	"PAPER"	" "	"N"	18	"21003"	"270"		""	"NORMAL"	""	""	"604"	""	""	30	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"PAPER INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1951	""	""				" "	"N"
1356	7821	"AIR CRAFTS, SPACE CRAFTS PARTS"	"AIR-SPACE-CRAFT-PART"	"AIR-SPACE-CRAFT-PART"	"MANUFACTURING"	"VEHICLE"	" "	"N"	9	"35301"	"330"		""	"NORMAL"	""	""	"714"	""	""	90	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"VEHICLE LOANS"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1952	""	""				" "	"N"
1056	6623	"MANUFACTURE  OF PAPER  CUPS , SAUCERS,  PLATES  AN"	"MANU-PAPER-CUPS"	"MANU-PAPER-CUPS"	"MANUFACTURING"	"PAPER"	" "	"Y"	18	"21003"	"270"		""	"NORMAL"	""	"00"	"604"	""	""	30	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"PAPER INDUSTRIES"	""	"6623"	""	"MNFG.- PAPER  CUPS , SAUCERS,  PLATES  AN"	""	""	""	1400	49999	""		""		""		00000000000F1953	""	""				" "	"N"
1358	7841	"BOATS & OTHER VESSELS"	"BOAT-POTH-VESSEL"	"BOAT-POTH-VESSEL"	"MANUFACTURING"	"VEHICLE"	" "	"N"	9	"35101"	"330"		""	"NORMAL"	""	""	"714"	""	""	90	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"VEHICLE LOANS"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1954	""	""				" "	"N"
1058	6626	"MANUFACTURE  OF PAPER  MATCHES"	"MANU-PAPER-MATCHE"	"MANU-PAPER-MATCHE"	"MANUFACTURING"	"PAPER"	" "	"N"	18	"21003"	"270"		""	"NORMAL"	""	""	"604"	""	""	30	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"PAPER INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1955	""	""				" "	"N"
1360	7860	"MFR.PARTS/ACCESSORIS"	"MFR-PART-ACCESSORIES"	"MFR-PART-ACCESSORIES"	"MANUFACTURING"	"VEHICLE"	" "	"N"	9	"34301"	"330"		""	"NORMAL"	""	""	"714"	""	""	90	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"IV-AG"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"VEHICLE LOANS"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1956	""	""				" "	"N"
1060	6632	"MANUFACTURE  OF CARBON   PAPER  &   STATIONARY  ITEM"	"MANU-CARBON-PAPER"	"MANU-CARBON-PAPER"	"MANUFACTURING"	"PAPER"	" "	"Y"	18	"21003"	"270"		""	"NORMAL"	""	"00"	"604"	""	""	30	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"PAPER INDUSTRIES"	""	"6632"	""	"MNFG.- CARBON   PAPER  and   STATIONARY  ITEM"	""	""	""	1400	49999	""		""		""		00000000000F1957	""	""				" "	"N"
1362	7901	"AUTO ANCILLARY ? ELECTRICAL"	"AUTO-ANCLRY-ELECTRAL"	"AUTO-ANCLRY-ELECTRAL"	"MANUFACTURING"	"ANCILLARY"	" "	"N"	9	"31901"	"322"		""	"NORMAL"	""	""	"999"	""	""	90	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"ANCILLARY INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1958	""	""				" "	"N"
2327	6657	"PERIODICALS, JOURNALS ETC"	"PERIODICAL-JOURNAL"	"PERIODICAL-JOURNAL"	"MANUFACTURING"	"PUBLISH"	" "	"N"	18	"22101"	"280"		""	"NORMAL"	""	""	"999"	""	""	30	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"01"	""	"PUBLISHING INDUSTRY"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1959	""	""				" "	"N"
1364	7903	"AUTO ANCILLARY ? FRICTION MATERIAL"	"AUTO-ANCLRY-FRICTION"	"AUTO-ANCLRY-FRICTION"	"MANUFACTURING"	"ANCILLARY"	" "	"N"	9	"34301"	"330"		""	"NORMAL"	""	""	"999"	""	""	90	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"ANCILLARY INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F195A	""	""				" "	"N"
2329	6661	"PRINTING"	"PRINTING"	"PRINTING"	"MANUFACTURING"	"PUBLISH"	" "	"Y"	18	"22101"	"280"		""	"NORMAL"	""	"00"	"999"	""	""	30	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"01"	""	"PUBLISHING INDUSTRY"	""	"6661"	""	"MNFG.-PRINTING"	""	""	""	1400	49999	""		""		""		00000000000F195B	""	""				" "	"N"
1366	7905	"AUTO ANCILLARY ? INSTRUMENTS"	"AUTO-ANCLRY-INSTRU"	"AUTO-ANCLRY-INSTRU"	"MANUFACTURING"	"ANCILLARY"	" "	"N"	9	"34301"	"330"		""	"NORMAL"	""	""	"999"	""	""	90	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"ANCILLARY INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F195C	""	""				" "	"N"
2331	6665	"PUBLISH & REPROD OF RECORDED MEDIA"	"PUB-REPROD-REC-MNF"	"PUB-REPROD-REC-MNF"	"MANUFACTURING"	"PUBLISH"	" "	"N"	18	"22101"	"280"		""	"NORMAL"	""	""	"999"	""	""	30	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"01"	""	"PUBLISHING INDUSTRY"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F195D	""	""				" "	"N"
1368	7907	"AUTO ANCILLARY ? RUBBER PARTS"	"AUTO-ANCLRY-RUBBER"	"AUTO-ANCLRY-RUBBER"	"MANUFACTURING"	"ANCILLARY"	" "	"N"	9	"34301"	"330"		""	"NORMAL"	""	""	"999"	""	""	90	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"ANCILLARY INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F195E	""	""				" "	"N"
1370	7909	"AUTO ANCILLARY ? ELECTRONICS"	"AUTO-ANCLRY-ELCTRNIC"	"AUTO-ANCLRY-ELCTRNIC"	"MANUFACTURING"	"ANCILLARY"	" "	"N"	9	"34301"	"330"		""	"NORMAL"	""	""	"999"	""	""	90	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"ANCILLARY INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F195F	""	""				" "	"N"
1065	6710	"FLYING AND CURING OF RAW HIDES AND SKINS"	"FLYING-CURING-RAW"	"FLYING-CURING-RAW"	"MANUFACTURING"	"LEATHER"	" "	"N"	25	"19101"	"220"		""	"NORMAL"	""	""	"601"	""	""	75	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"LEATHER INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1960	""	""				" "	"N"
1372	7999	"ANCILLARY UNIT TO OTHER INDUSTRY"	"ANCLRY-UNIT-OTH-IND"	"ANCLRY-UNIT-OTH-IND"	"MANUFACTURING"	"ANCILLARY"	" "	"N"	9	"34301"	"330"		""	"NORMAL"	""	""	"999"	""	""	90	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"ANCILLARY INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1961	""	""				" "	"N"
1067	6712	"TANNING AND FINISHING OF INDUSTRIAL LEATHER"	"TANING-FISH-INDL"	"TANING-FISH-INDL"	"MANUFACTURING"	"LEATHER"	" "	"N"	25	"19101"	"220"		""	"NORMAL"	""	""	"601"	""	""	75	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"LEATHER INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1962	""	""				" "	"N"
1374	8002	"TRANSFORMERS"	"TRANSFORMERS"	"TRANSFORMERS"	"MANUFACTURING"	"ELECTRIC"	" "	"Y"	6	"31101"	"322"		""	"NORMAL"	""	"00"	"710"	""	""	15	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"ELECTRICAL INDUSTRIES"	""	"8002"	""	"MNFG.-TRANSFORMERS"	""	""	""	1400	49999	""		""		""		00000000000F1963	""	""				" "	"N"
1069	6714	"CHROME TANNING OF LEATHER"	"CHROME-TANNING-LATHR"	"CHROME-TANNING-LATHR"	"MANUFACTURING"	"LEATHER"	" "	"N"	25	"19101"	"220"		""	"NORMAL"	""	""	"601"	""	""	75	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"LEATHER INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1964	""	""				" "	"N"
1001	6500	"COTTON TEXTILE"	"COTTON-TEXT"	"COTTON-TEXT"	"MANUFACTURING"	"TEXTILES"	" "	"N"	10	"17101"	"211"		""	"NORMAL"	""	""	"614"	""	""	20	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"TEXTILE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1965	""	""				" "	"N"
1071	6716	"OTH.  TANNING CURING, FINISHING, EMBOSSING ETC"	"OTH-TANNING-CURING"	"OTH-TANNING-CURING"	"MANUFACTURING"	"LEATHER"	" "	"N"	25	"19101"	"220"		""	"NORMAL"	""	""	"601"	""	""	75	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"LEATHER INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1966	""	""				" "	"N"
1004	6502	"COTTON SPINNING, WEAVING UNITS"	"COTTON SPINWEAVE"	"COTTON SPINWEAVE"	"MANUFACTURING"	"TEXTILES"	" "	"N"	10	"17101"	"211"		""	"NORMAL"	""	""	"999"	""	""	20	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"TEXTILE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1967	"Y"	""				" "	"N"
1073	6718	"MANU OF PURSES AND LADIES HANDBAG ETC"	"MANU-PURS-LADIS-HBAG"	"MANU-PURS-LADIS-HBAG"	"MANUFACTURING"	"LEATHER"	" "	"N"	25	"19103"	"340"		""	"NORMAL"	""	""	"601"	""	""	75	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"LEATHER INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1968	""	""				" "	"N"
1006	6504	"RAW JUTE FIBER / PRODUCTS"	"RAW-JUTE-FIBER-PROD"	"RAW-JUTE-FIBER-PROD"	"MANUFACTURING"	"TEXTILES"	" "	"N"	11	"17002"	"340"		""	"NORMAL"	""	""	"621"	""	""	25	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"TEXTILE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1969	"Y"	""				" "	"N"
1075	6720	"MANU.  OF OTHER CONSUMER GOODS OF LEATHER"	"MANU-OTH-CONS-LATHER"	"MANU-OTH-CONS-LATHER"	"MANUFACTURING"	"LEATHER"	" "	"N"	25	"19102"	"220"		""	"NORMAL"	""	""	"601"	""	""	75	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"LEATHER INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F196A	""	""				" "	"N"
1238	7522	"STRUCTURAL PRODUCTS OF IRON & STEEL"	"STRU-PROD-IRON-STEEL"	"STRU-PROD-IRON-STEEL"	"MANUFACTURING"	"FERROUS"	" "	"N"	3	"28101"	"310"		""	"NORMAL"	""	""	"637"	""	""	45	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"IRON INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F196B	""	""				" "	"N"
1008	6506	"SILK & SILK MIXED FIBERS"	"SILK SILKMIXED FIBRE"	"SILK SILKMIXED FIBRE"	"MANUFACTURING"	"TEXTILES"	" "	"N"	12	"17103"	"219"		""	"NORMAL"	""	""	"616"	""	""	20	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"TEXTILE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F196C	"Y"	""				" "	"N"
1240	7524	"CONTAINERS FOR OTHER PETROLEUM PRODUCTS"	"CONTAINER-OTH-PETRO"	"CONTAINER-OTH-PETRO"	"MANUFACTURING"	"FERROUS"	" "	"N"	3	"28101"	"310"		""	"NORMAL"	""	""	"999"	""	""	45	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"IRON INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F196D	""	""				" "	"N"
1010	6508	"WOOLENS & WOOLEN BLENDED TEXTILE"	"WOOLEN BLEND"	"WOOLEN BLEND"	"MANUFACTURING"	"TEXTILES"	" "	"N"	12	"17104"	"219"		""	"NORMAL"	""	""	"999"	""	""	20	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"TEXTILE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F196E	"Y"	""				" "	"N"
1264	7583	"STOVES, LANTERNS, PRESSURE STOVE"	"STOV-LNTRN-PRSR-STOV"	"STOV-LNTRN-PRSR-STOV"	"MANUFACTURING"	"NON-FERS"	" "	"N"	4	"29301"	"321"		""	"NORMAL"	""	""	"637"	""	""	60	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"NON-FERROUS METAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F196F	""	""				" "	"N"
1012	6510	"POWER LOOMS"	"POWER-LOOM"	"POWER-LOOM"	"MANUFACTURING"	"TEXTILES"	" "	"Y"	12	"17209"	"219"		""	"NORMAL"	""	"00"	"614"	""	""	20	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"TEXTILE INDUSTRIES"	""	"6510"	""	"MNFG.-POWER LOOMS"	""	""	""	1400	49999	""		""		""		00000000000F1970	"Y"	""				" "	"N"
1266	7585	"ANODISING, WELDING OF METAL PRODUCT"	"ANODYSNG-WELDNG-METL"	"ANODYSNG-WELDNG-METL"	"MANUFACTURING"	"NON-FERS"	" "	"N"	4	"28901"	"310"		""	"NORMAL"	""	""	"637"	""	""	60	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"NON-FERROUS METAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1971	""	""				" "	"N"
1014	6512	"VISCOSE SYNTHETIC YARN"	"VISC-SYNTH-YARN"	"VISC-SYNTH-YARN"	"MANUFACTURING"	"TEXTILES"	" "	"N"	12	"17103"	"219"		""	"NORMAL"	""	""	"999"	""	""	20	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"TEXTILE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1972	"Y"	""				" "	"N"
1268	7587	"DESERT COOLER  BODY"	"DESERT-COOLER-BODY"	"DESERT-COOLER-BODY"	"MANUFACTURING"	"NON-FERS"	" "	"Y"	4	"29301"	"321"		""	"NORMAL"	""	"00"	"999"	""	""	60	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"NON-FERROUS METAL INDUSTRIES"	""	"7587"	""	"MNFG.-DESERT COOLER  BODY"	""	""	""	1400	49999	""		""		""		00000000000F1973	""	""				" "	"N"
1016	6514	"NYLON YARN"	"NYLON-YARN"	"NYLON-YARN"	"MANUFACTURING"	"TEXTILES"	" "	"N"	12	"17103"	"219"		""	"NORMAL"	""	""	"999"	""	""	20	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"TEXTILE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1974	"Y"	""				" "	"N"
1270	7589	"ALUMINIUM HANGERS"	"ALUMI-HANGERS"	"ALUMI-HANGERS"	"MANUFACTURING"	"NON-FERS"	" "	"N"	4	"29301"	"321"		""	"NORMAL"	""	""	"999"	""	""	60	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"NON-FERROUS METAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1975	""	""				" "	"N"
1018	6516	"ACRYLIC FIBER"	"ACRY-FIBER"	"ACRY-FIBER"	"MANUFACTURING"	"TEXTILES"	" "	"N"	12	"17103"	"219"		""	"NORMAL"	""	""	"999"	""	""	20	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"TEXTILE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1976	"Y"	""				" "	"N"
1272	7591	"CASTING OF NON-FERROUS METALS"	"CASTING-NON-FERR-MTL"	"CASTING-NON-FERR-MTL"	"MANUFACTURING"	"NON-FERS"	" "	"N"	4	"27302"	"310"		""	"NORMAL"	""	""	"999"	""	""	60	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"01"	""	"NON-FERROUS METAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1977	""	""				" "	"N"
1020	6518	"READY MADE GARMENTS (BRANDED)"	"READY-MADE-GAR-BRND"	"READY-MADE-GAR-BRND"	"MANUFACTURING"	"TEXTILES"	" "	"N"	12	"18102"	"213"		""	"NORMAL"	""	""	"803"	""	""	20	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"TEXTILE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1978	"Y"	""				" "	"N"
2380	7593	"PACKAGING MATERIAL"	"MANU PKG MTRL"	"MANU PKG MTRL"	"MANUFACTURING"	"NON-FERS"	" "	"N"	4	"21001"	"270"		""	""	""	""	"999"	""	""	60	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	""	""		""	"11"	""	"NON-FERROUS METAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F1979	""	""				" "	"N"
1022	6520	"MADE-UP TEXTILES AS CURTAINS, BED SHEET ETC"	"MADE-UP-TEXT-CURTAIN"	"MADE-UP-TEXT-CURTAIN"	"MANUFACTURING"	"TEXTILES"	" "	"N"	12	"17201"	"219"		""	"NORMAL"	""	""	"999"	""	""	20	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"TEXTILE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F197A	"Y"	""				" "	"N"
1273	7599	"ANY OTHER VARIETY OF NON FERROUS METAL PRODUCT"	"ANY-OTH-FERR-MTL-PRD"	"ANY-OTH-FERR-MTL-PRD"	"MANUFACTURING"	"NON-FERS"	" "	"N"	4	"27302"	"310"		""	"NORMAL"	""	""	"999"	""	""	60	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"NON-FERROUS METAL INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F197B	""	""				" "	"N"
1025	6522	"SPINNING MILLS-COTTON"	"SPINNING MILLCOTTON"	"SPINNING MILLCOTTON"	"MANUFACTURING"	"TEXTILES"	" "	"N"	10	"17101"	"211"		""	"NORMAL"	""	""	"999"	""	""	20	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"TEXTILE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F197C	"Y"	""				" "	"N"
1033	6530	"SURGICALS BANDAGES"	"SURGI-BANDAGE"	"SURGI-BANDAGE"	"MANUFACTURING"	"TEXTILES"	" "	"N"	12	"17209"	"219"		""	"NORMAL"	""	""	"999"	""	""	20	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"TEXTILE INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F197D	"Y"	""				" "	"N"
2345	7602	"OTHER AGRI. HEAVY MACHINERY"	"OTH-AGRI-HEVY-MECH"	"OTH-AGRI-HEVY-MECH"	"MANUFACTURING"	"HVY-ENGG"	" "	"N"	8	"29201"	"321"		""	"NORMAL"	""	""	"999"	""	""	10	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"01"	""	"HEAVY ENGINEERING INDUSTRIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F197E	""	""				" "	"N"
