"IDENTITYKEY"	"USERID"	"DESCRIPTION"	"MODE_"	"STARTTIME"	"ENDTIME"	"TIMETAKEN_SEC"	"TIMEKEY"	"SETID"	"PROC_LOC"	"STATUSFLAG"
15117	"TF743"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY PAN NO"	"COMPLETE"	10-JAN-25 04.20.08.067000000 PM	10-JAN-25 04.20.08.067000000 PM	0	27217	3	""	""
15118	"TF743"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY AADHARCARD NO"	"COMPLETE"	10-JAN-25 04.20.08.067000000 PM	10-JAN-25 04.20.08.067000000 PM	0	27217	3	""	""
15119	"TF743"	"SplCatg Alt_Key ACCOUNT LEVEL"	"COMPLETE"	10-JAN-25 04.20.08.067000000 PM	10-JAN-25 04.20.09.627000000 PM	1	27217	3	""	""
15120	"TF743"	"UPDATE SplCatg Alt_Key CUSTOMER LEVEL"	"COMPLETE"	10-JAN-25 04.20.09.627000000 PM	10-JAN-25 04.20.10.570000000 PM	1	27217	3	""	""
15121	"TF743"	"MARKING OF ALWAYS STD Account LEVEL"	"COMPLETE"	10-JAN-25 04.20.10.570000000 PM	10-JAN-25 04.20.11.570000000 PM	1	27217	3	""	""
15122	"TF743"	"marking  always NPA account table level"	"COMPLETE"	10-JAN-25 04.20.11.570000000 PM	10-JAN-25 04.20.12.233000000 PM	1	27217	3	""	""
15123	"TF743"	"marking  always STD CUSTOMER  level"	"COMPLETE"	10-JAN-25 04.20.12.233000000 PM	10-JAN-25 04.20.12.547000000 PM	0	27217	3	""	""
15124	"TF743"	"marking  always NPA CUSTOMER table level"	"COMPLETE"	10-JAN-25 04.20.12.550000000 PM	10-JAN-25 04.20.12.640000000 PM	0	27217	3	""	""
15125	"TF743"	"UPDATE Accounts whose customer is in always standaed category"	"COMPLETE"	10-JAN-25 04.20.12.640000000 PM	10-JAN-25 04.20.12.787000000 PM	0	27217	3	""	""
15126	"TF743"	"UPDATE Accounts whose customer is in always NPA category"	"COMPLETE"	10-JAN-25 04.20.12.787000000 PM	10-JAN-25 04.20.12.927000000 PM	0	27217	3	""	""
15127	"TF743"	"CurrAssetClassAlt_Key update in Account Cal from customer Cal systemAssetclassalt_key"	"COMPLETE"	10-JAN-25 04.20.12.927000000 PM	10-JAN-25 04.20.17.967000000 PM	5	27217	3	""	""
15128	"TF743"	"UPDATE InitialNpaDt AND FinalNpaDt AT Account  level from customer to account"	"COMPLETE"	10-JAN-25 04.20.17.967000000 PM	10-JAN-25 04.20.20.710000000 PM	3	27217	3	""	""
15129	"TF743"	"marking always NPA account table level where vision plus  AccountBlockcode2=K"	"COMPLETE"	10-JAN-25 04.20.20.710000000 PM	10-JAN-25 04.20.21.600000000 PM	1	27217	3	""	""
15130	"TF743"	"marking always NPA account table level where WriteOffAmount>0"	"COMPLETE"	10-JAN-25 04.20.21.600000000 PM	10-JAN-25 04.20.27.037000000 PM	6	27217	3	""	""
15131	"TF743"	"UPDATE PrvQtrRV  AT Customer level"	"COMPLETE"	10-JAN-25 04.20.27.037000000 PM	10-JAN-25 04.20.27.367000000 PM	0	27217	3	""	""
15132	"TF743"	"UPDATE CurntQtrRv  AT Customer level"	"COMPLETE"	10-JAN-25 04.20.27.367000000 PM	10-JAN-25 04.20.28.020000000 PM	1	27217	3	""	""
15133	"TF743"	"UPDATE SECURITY FLAG WHERE SECURITY AT CUSTOMER LEVEL BUT  SecApp UNSECURED AT ACCOUNT LEVEL"	"RUNNING"	10-JAN-25 04.20.28.020000000 PM			27217	3	""	""
15134	"TF743"	"update FlgAbinitio MARK at account level"	"COMPLETE"	10-JAN-25 04.20.28.267000000 PM	10-JAN-25 04.20.28.313000000 PM	0	27217	3	""	""
15135	"TF743"	"update FlgFITL MARK at account level"	"COMPLETE"	10-JAN-25 04.20.28.313000000 PM	10-JAN-25 04.20.28.373000000 PM	0	27217	3	""	""
15136	"TF743"	"UPDATE OVERDUESINCEDT FROM BILL DETAIL TABLE "	"COMPLETE"	10-JAN-25 04.20.28.373000000 PM	10-JAN-25 04.20.28.723000000 PM	0	27217	3	""	""
15137	"TF743"	"UPDATE CoverGovGur BILL AT ACCOUNT LEVEL"	"COMPLETE"	10-JAN-25 04.20.28.723000000 PM	10-JAN-25 04.20.28.990000000 PM	0	27217	3	""	""
15138	"TF743"	"UPDATE CoverGovGur PC AT ACCOUNT LEVEL"	"COMPLETE"	10-JAN-25 04.20.28.990000000 PM	10-JAN-25 04.20.29.260000000 PM	1	27217	3	""	""
15139	"TF743"	"UPDATE CoverGovGur DL AT ACCOUNT LEVEL"	"COMPLETE"	10-JAN-25 04.20.29.260000000 PM	10-JAN-25 04.20.29.463000000 PM	0	27217	3	""	""
15140	"TF743"	"UPDATE CoverGovGur CC AT ACCOUNT LEVEL"	"COMPLETE"	10-JAN-25 04.20.29.463000000 PM	10-JAN-25 04.20.29.647000000 PM	0	27217	3	""	""
15141	"TF743"	"UPDATE PrvQtrInt,CurQtrInt,CurQtrCredit,PreQtrCredit"	"COMPLETE"	10-JAN-25 04.20.29.647000000 PM	10-JAN-25 04.20.37.633000000 PM	8	27217	3	""	""
15142	"TF743"	"UPDATE INTNOTSERVICEDDT IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 04.20.37.633000000 PM	10-JAN-25 04.20.38.830000000 PM	1	27217	3	""	""
15143	"TF743"	"OVERDUE SINCE DATE IS AVAILABLE BUT OVERDUE AMOUT IS ZERO"	"COMPLETE"	10-JAN-25 04.20.38.830000000 PM	10-JAN-25 04.20.38.830000000 PM	0	27217	3	""	""
15144	"TF743"	"Stock statement date Data Preperation"	"COMPLETE"	10-JAN-25 04.20.38.830000000 PM	10-JAN-25 04.20.38.867000000 PM	0	27217	3	""	""
15145	"TF743"	"update stock statement date in ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 04.20.38.867000000 PM	10-JAN-25 04.20.39.113000000 PM	1	27217	3	""	""
15146	"TF743"	"UPDATE DerecognisedInterest1 AMT IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 04.20.39.113000000 PM	10-JAN-25 04.20.39.440000000 PM	0	27217	3	""	""
15147	"TF743"	"UPDATE DerecognisedInterest2 AMT IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 04.20.39.440000000 PM	10-JAN-25 04.20.39.763000000 PM	0	27217	3	""	""
15148	"TF743"	"UPDATE GovGurAmt FROM ADVACOTHERDETAIL"	"COMPLETE"	10-JAN-25 04.20.39.763000000 PM	10-JAN-25 04.20.39.993000000 PM	0	27217	3	""	""
15149	"TF743"	"UPDATE UnserviedInt FROM AdvAcFinancialDetail"	"COMPLETE"	10-JAN-25 04.20.39.997000000 PM	10-JAN-25 04.20.39.997000000 PM	0	27217	3	""	""
15150	"TF743"	"UPDATE FRAUD ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 04.20.39.997000000 PM	10-JAN-25 04.20.40.047000000 PM	1	27217	3	""	""
15151	"TF743"	"UPDATE FRAUD ACCOUNT MARKING  IN ##CUSTOMERCAL"	"COMPLETE"	10-JAN-25 04.20.40.047000000 PM	10-JAN-25 04.20.40.230000000 PM	0	27217	3	""	""
15152	"TF743"	"UPDATE IBPC MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 04.20.40.233000000 PM	10-JAN-25 04.20.40.253000000 PM	0	27217	3	""	""
15153	"TF743"	"UPDATE Securitised MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 04.20.40.253000000 PM	10-JAN-25 04.20.40.273000000 PM	0	27217	3	""	""
15154	"TF743"	"UPDATE PUI MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 04.20.40.273000000 PM	10-JAN-25 04.20.40.290000000 PM	0	27217	3	""	""
15155	"TF743"	"UPDATE RFA MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 04.20.40.290000000 PM	10-JAN-25 04.20.40.340000000 PM	0	27217	3	""	""
15156	"TF743"	"UPDATE NonCooperative MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 04.20.40.340000000 PM	10-JAN-25 04.20.40.383000000 PM	0	27217	3	""	""
15157	"TF743"	"UPDATE Repossessed ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 04.20.40.383000000 PM	10-JAN-25 04.20.40.657000000 PM	0	27217	3	""	""
15158	"TF743"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 04.20.40.660000000 PM	10-JAN-25 04.20.40.893000000 PM	0	27217	3	""	""
15159	"TF743"	"UPDATE SARFAESI ACCOUNT MARKING IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 04.20.40.893000000 PM	10-JAN-25 04.20.41.173000000 PM	1	27217	3	""	""
15160	"TF743"	"UPDATE RC-Pending MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 04.20.41.173000000 PM	10-JAN-25 04.20.41.220000000 PM	0	27217	3	""	""
15161	"TF743"	"UPDATE Written-Off Accounts MARKING IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 04.20.41.220000000 PM	10-JAN-25 04.20.41.657000000 PM	0	27217	3	""	""
15162	"TF743"	"UPDATE CONDI_STD IN ##ACCOUNTCAL"	"COMPLETE"	10-JAN-25 04.20.41.657000000 PM	10-JAN-25 04.20.42.447000000 PM	1	27217	3	""	""
15163	"TF743"	"UPDATE Last Credit Date"	"COMPLETE"	10-JAN-25 04.20.42.447000000 PM	10-JAN-25 04.20.43.370000000 PM	1	27217	3	""	""
15164	"TF743"	"UPDATE AddlProvisionAmount  AT Account level"	"COMPLETE"	10-JAN-25 04.20.43.370000000 PM	10-JAN-25 04.20.43.370000000 PM	0	27217	3	""	""
15165	"TF743"	"MOC UPDATES AUTO AND MANUAL"	"COMPLETE"	10-JAN-25 04.20.46.570000000 PM	10-JAN-25 04.20.49.860000000 PM	3	27217	3	""	""
15166	"TF743"	"CoBorrower"	"COMPLETE"	10-JAN-25 04.20.49.860000000 PM	10-JAN-25 04.20.50.090000000 PM	1	27217	3	""	""
15341	"TF743"	"INSERT DATA FOR PRO.CUSTOMERCAL CAL TABLE"	"COMPLETE"	30-JAN-25 06.25.50.463000000 PM	30-JAN-25 06.25.53.637000000 PM	3	27218	7	""	""
15342	"TF743"	"INSERT DATA IN ACCOUNTCAL TABLE"	"COMPLETE"	30-JAN-25 06.25.53.637000000 PM	30-JAN-25 06.26.00.890000000 PM	7	27218	7	""	""
15343	"TF743"	"UPDATE PANNO"	"COMPLETE"	30-JAN-25 06.26.00.890000000 PM	30-JAN-25 06.26.01.127000000 PM	1	27218	7	""	""
15344	"TF743"	"UPDATE AADHAR NUMBER IN CUSTOMER CAL"	"COMPLETE"	30-JAN-25 06.26.01.130000000 PM	30-JAN-25 06.26.01.500000000 PM	0	27218	7	""	""
15345	"TF743"	"INSERT INVALID PANCARDNO|AADHARCARDNO"	"COMPLETE"	30-JAN-25 06.26.01.507000000 PM	30-JAN-25 06.26.01.983000000 PM	0	27218	7	""	""
15346	"TF743"	"UPDATE ProductCode IN ACCOUNTCAL"	"COMPLETE"	30-JAN-25 06.26.01.987000000 PM	30-JAN-25 06.26.07.453000000 PM	6	27218	7	""	""
15347	"TF743"	"UPDATE DRAWINGPOWER|REVIEWDUEDT FOR ALL ACCOUNT"	"COMPLETE"	30-JAN-25 06.26.07.453000000 PM	30-JAN-25 06.26.10.867000000 PM	3	27218	7	""	""
15348	"TF743"	"UPDATE Asset_Norm|FacilityType ISLAD  ACCOUNT"	"COMPLETE"	30-JAN-25 06.26.10.867000000 PM	30-JAN-25 06.26.11.843000000 PM	1	27218	7	""	""
15349	"TF743"	"UPDATE BANK ASSET CLASSIFICATION IN ACCOUNTCAL"	"COMPLETE"	30-JAN-25 06.26.11.843000000 PM	30-JAN-25 06.26.11.930000000 PM	0	27218	7	""	""
15350	"TF743"	"UPDATE ContiExcessDt FOR CC ACCOUNT"	"COMPLETE"	30-JAN-25 06.26.11.933000000 PM	30-JAN-25 06.26.29.223000000 PM	18	27218	7	""	""
15351	"TF743"	"UPDATE Balance,LastCrDate,CreditsinceDt FOR ALL ACCOUNT"	"COMPLETE"	30-JAN-25 06.26.29.223000000 PM	30-JAN-25 06.26.35.230000000 PM	6	27218	7	""	""
15352	"TF743"	"UPDATE OVERDUE SINCE DATE DUE TO DPD MAX FOR VISION PLUS DATA ONLY"	"COMPLETE"	30-JAN-25 06.26.35.533000000 PM	30-JAN-25 06.26.38.463000000 PM	3	27218	7	""	""
15353	"TF743"	"SrcAssetClass_Key key|SysAssetClassAlt_Key"	"COMPLETE"	30-JAN-25 06.26.38.463000000 PM	30-JAN-25 06.26.42.623000000 PM	4	27218	7	""	""
15354	"TF743"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY PAN NO"	"COMPLETE"	30-JAN-25 06.26.42.623000000 PM	30-JAN-25 06.26.42.627000000 PM	0	27218	7	""	""
15355	"TF743"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY AADHARCARD NO"	"COMPLETE"	30-JAN-25 06.26.42.627000000 PM	30-JAN-25 06.26.42.627000000 PM	0	27218	7	""	""
15356	"TF743"	"SplCatg Alt_Key ACCOUNT LEVEL"	"COMPLETE"	30-JAN-25 06.26.42.627000000 PM	30-JAN-25 06.26.45.177000000 PM	3	27218	7	""	""
15357	"TF743"	"UPDATE SplCatg Alt_Key CUSTOMER LEVEL"	"COMPLETE"	30-JAN-25 06.26.45.177000000 PM	30-JAN-25 06.26.46.190000000 PM	1	27218	7	""	""
15358	"TF743"	"MARKING OF ALWAYS STD Account LEVEL"	"COMPLETE"	30-JAN-25 06.26.46.193000000 PM	30-JAN-25 06.26.47.177000000 PM	1	27218	7	""	""
15359	"TF743"	"marking  always NPA account table level"	"COMPLETE"	30-JAN-25 06.26.47.177000000 PM	30-JAN-25 06.26.47.843000000 PM	0	27218	7	""	""
15360	"TF743"	"marking  always STD CUSTOMER  level"	"COMPLETE"	30-JAN-25 06.26.47.843000000 PM	30-JAN-25 06.26.48.157000000 PM	1	27218	7	""	""
15361	"TF743"	"marking  always NPA CUSTOMER table level"	"COMPLETE"	30-JAN-25 06.26.48.157000000 PM	30-JAN-25 06.26.48.247000000 PM	0	27218	7	""	""
15362	"TF743"	"UPDATE Accounts whose customer is in always standaed category"	"COMPLETE"	30-JAN-25 06.26.48.247000000 PM	30-JAN-25 06.26.48.387000000 PM	0	27218	7	""	""
15363	"TF743"	"UPDATE Accounts whose customer is in always NPA category"	"COMPLETE"	30-JAN-25 06.26.48.390000000 PM	30-JAN-25 06.26.48.520000000 PM	0	27218	7	""	""
15364	"TF743"	"CurrAssetClassAlt_Key update in Account Cal from customer Cal systemAssetclassalt_key"	"COMPLETE"	30-JAN-25 06.26.48.520000000 PM	30-JAN-25 06.26.53.567000000 PM	5	27218	7	""	""
15365	"TF743"	"UPDATE InitialNpaDt AND FinalNpaDt AT Account  level from customer to account"	"COMPLETE"	30-JAN-25 06.26.53.567000000 PM	30-JAN-25 06.26.56.317000000 PM	3	27218	7	""	""
15366	"TF743"	"marking always NPA account table level where vision plus  AccountBlockcode2=K"	"COMPLETE"	30-JAN-25 06.26.56.317000000 PM	30-JAN-25 06.26.57.163000000 PM	1	27218	7	""	""
15367	"TF743"	"marking always NPA account table level where WriteOffAmount>0"	"COMPLETE"	30-JAN-25 06.26.57.163000000 PM	30-JAN-25 06.27.02.673000000 PM	5	27218	7	""	""
15368	"TF743"	"UPDATE PrvQtrRV  AT Customer level"	"COMPLETE"	30-JAN-25 06.27.02.677000000 PM	30-JAN-25 06.27.02.990000000 PM	0	27218	7	""	""
15369	"TF743"	"UPDATE CurntQtrRv  AT Customer level"	"COMPLETE"	30-JAN-25 06.27.02.990000000 PM	30-JAN-25 06.27.03.600000000 PM	1	27218	7	""	""
15370	"TF743"	"UPDATE SECURITY FLAG WHERE SECURITY AT CUSTOMER LEVEL BUT  SecApp UNSECURED AT ACCOUNT LEVEL"	"RUNNING"	30-JAN-25 06.27.03.600000000 PM			27218	7	""	""
15371	"TF743"	"update FlgAbinitio MARK at account level"	"COMPLETE"	30-JAN-25 06.27.03.833000000 PM	30-JAN-25 06.27.03.880000000 PM	0	27218	7	""	""
15372	"TF743"	"update FlgFITL MARK at account level"	"COMPLETE"	30-JAN-25 06.27.03.880000000 PM	30-JAN-25 06.27.03.937000000 PM	0	27218	7	""	""
15373	"TF743"	"UPDATE OVERDUESINCEDT FROM BILL DETAIL TABLE "	"COMPLETE"	30-JAN-25 06.27.03.937000000 PM	30-JAN-25 06.27.04.280000000 PM	1	27218	7	""	""
15374	"TF743"	"UPDATE CoverGovGur BILL AT ACCOUNT LEVEL"	"COMPLETE"	30-JAN-25 06.27.04.280000000 PM	30-JAN-25 06.27.04.540000000 PM	0	27218	7	""	""
15375	"TF743"	"UPDATE CoverGovGur PC AT ACCOUNT LEVEL"	"COMPLETE"	30-JAN-25 06.27.04.540000000 PM	30-JAN-25 06.27.04.803000000 PM	0	27218	7	""	""
15376	"TF743"	"UPDATE CoverGovGur DL AT ACCOUNT LEVEL"	"COMPLETE"	30-JAN-25 06.27.04.807000000 PM	30-JAN-25 06.27.05.010000000 PM	1	27218	7	""	""
15377	"TF743"	"UPDATE CoverGovGur CC AT ACCOUNT LEVEL"	"COMPLETE"	30-JAN-25 06.27.05.010000000 PM	30-JAN-25 06.27.05.180000000 PM	0	27218	7	""	""
15378	"TF743"	"UPDATE PrvQtrInt,CurQtrInt,CurQtrCredit,PreQtrCredit"	"COMPLETE"	30-JAN-25 06.27.05.180000000 PM	30-JAN-25 06.27.11.320000000 PM	6	27218	7	""	""
15379	"TF743"	"UPDATE INTNOTSERVICEDDT IN ##ACCOUNTCAL"	"COMPLETE"	30-JAN-25 06.27.11.320000000 PM	30-JAN-25 06.27.12.460000000 PM	1	27218	7	""	""
15380	"TF743"	"OVERDUE SINCE DATE IS AVAILABLE BUT OVERDUE AMOUT IS ZERO"	"COMPLETE"	30-JAN-25 06.27.12.460000000 PM	30-JAN-25 06.27.12.460000000 PM	0	27218	7	""	""
15381	"TF743"	"Stock statement date Data Preperation"	"COMPLETE"	30-JAN-25 06.27.12.460000000 PM	30-JAN-25 06.27.12.497000000 PM	0	27218	7	""	""
15382	"TF743"	"update stock statement date in ##ACCOUNTCAL"	"COMPLETE"	30-JAN-25 06.27.12.497000000 PM	30-JAN-25 06.27.12.720000000 PM	0	27218	7	""	""
15383	"TF743"	"UPDATE DerecognisedInterest1 AMT IN ##ACCOUNTCAL"	"COMPLETE"	30-JAN-25 06.27.12.720000000 PM	30-JAN-25 06.27.13.040000000 PM	1	27218	7	""	""
15384	"TF743"	"UPDATE DerecognisedInterest2 AMT IN ##ACCOUNTCAL"	"COMPLETE"	30-JAN-25 06.27.13.040000000 PM	30-JAN-25 06.27.13.353000000 PM	0	27218	7	""	""
15385	"TF743"	"UPDATE GovGurAmt FROM ADVACOTHERDETAIL"	"COMPLETE"	30-JAN-25 06.27.13.357000000 PM	30-JAN-25 06.27.13.580000000 PM	0	27218	7	""	""
15386	"TF743"	"UPDATE UnserviedInt FROM AdvAcFinancialDetail"	"COMPLETE"	30-JAN-25 06.27.13.580000000 PM	30-JAN-25 06.27.13.580000000 PM	0	27218	7	""	""
15387	"TF743"	"UPDATE FRAUD ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	30-JAN-25 06.27.13.580000000 PM	30-JAN-25 06.27.13.630000000 PM	0	27218	7	""	""
19459	"DM762"	"UPDATE CoverGovGur PC AT ACCOUNT LEVEL"	"COMPLETE"	16-APR-25 01.26.27.427000000 PM	16-APR-25 01.26.27.670000000 PM	0	27436	3	""	""
19460	"DM762"	"UPDATE CoverGovGur DL AT ACCOUNT LEVEL"	"COMPLETE"	16-APR-25 01.26.27.670000000 PM	16-APR-25 01.26.27.883000000 PM	0	27436	3	""	""
19461	"DM762"	"UPDATE CoverGovGur CC AT ACCOUNT LEVEL"	"COMPLETE"	16-APR-25 01.26.27.883000000 PM	16-APR-25 01.26.28.070000000 PM	1	27436	3	""	""
19462	"DM762"	"UPDATE PrvQtrInt,CurQtrInt,CurQtrCredit,PreQtrCredit"	"COMPLETE"	16-APR-25 01.26.28.070000000 PM	16-APR-25 01.26.35.453000000 PM	7	27436	3	""	""
19463	"DM762"	"UPDATE INTNOTSERVICEDDT IN ##ACCOUNTCAL"	"COMPLETE"	16-APR-25 01.26.35.453000000 PM	16-APR-25 01.26.36.510000000 PM	1	27436	3	""	""
19464	"DM762"	"OVERDUE SINCE DATE IS AVAILABLE BUT OVERDUE AMOUT IS ZERO"	"COMPLETE"	16-APR-25 01.26.36.510000000 PM	16-APR-25 01.26.36.510000000 PM	0	27436	3	""	""
19465	"DM762"	"Stock statement date Data Preperation"	"COMPLETE"	16-APR-25 01.26.36.510000000 PM	16-APR-25 01.26.36.517000000 PM	0	27436	3	""	""
19466	"DM762"	"update stock statement date in ##ACCOUNTCAL"	"COMPLETE"	16-APR-25 01.26.36.520000000 PM	16-APR-25 01.26.36.733000000 PM	0	27436	3	""	""
19467	"DM762"	"UPDATE DerecognisedInterest1 AMT IN ##ACCOUNTCAL"	"COMPLETE"	16-APR-25 01.26.36.733000000 PM	16-APR-25 01.26.37.057000000 PM	1	27436	3	""	""
19468	"DM762"	"UPDATE DerecognisedInterest2 AMT IN ##ACCOUNTCAL"	"COMPLETE"	16-APR-25 01.26.37.057000000 PM	16-APR-25 01.26.37.380000000 PM	0	27436	3	""	""
19469	"DM762"	"UPDATE GovGurAmt FROM ADVACOTHERDETAIL"	"COMPLETE"	16-APR-25 01.26.37.380000000 PM	16-APR-25 01.26.37.610000000 PM	0	27436	3	""	""
19470	"DM762"	"UPDATE UnserviedInt FROM AdvAcFinancialDetail"	"COMPLETE"	16-APR-25 01.26.37.613000000 PM	16-APR-25 01.26.37.613000000 PM	0	27436	3	""	""
19471	"DM762"	"UPDATE FRAUD ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	16-APR-25 01.26.37.613000000 PM	16-APR-25 01.26.37.667000000 PM	0	27436	3	""	""
19472	"DM762"	"UPDATE FRAUD ACCOUNT MARKING  IN ##CUSTOMERCAL"	"COMPLETE"	16-APR-25 01.26.37.667000000 PM	16-APR-25 01.26.37.857000000 PM	0	27436	3	""	""
19473	"DM762"	"UPDATE IBPC MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	16-APR-25 01.26.37.857000000 PM	16-APR-25 01.26.37.877000000 PM	0	27436	3	""	""
19474	"DM762"	"UPDATE Securitised MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	16-APR-25 01.26.37.877000000 PM	16-APR-25 01.26.37.897000000 PM	0	27436	3	""	""
19475	"DM762"	"UPDATE PUI MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	16-APR-25 01.26.37.897000000 PM	16-APR-25 01.26.37.913000000 PM	0	27436	3	""	""
19476	"DM762"	"UPDATE RFA MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	16-APR-25 01.26.37.913000000 PM	16-APR-25 01.26.37.963000000 PM	0	27436	3	""	""
19477	"DM762"	"UPDATE NonCooperative MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	16-APR-25 01.26.37.963000000 PM	16-APR-25 01.26.38.010000000 PM	1	27436	3	""	""
19478	"DM762"	"UPDATE Repossessed ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	16-APR-25 01.26.38.010000000 PM	16-APR-25 01.26.38.283000000 PM	0	27436	3	""	""
19479	"DM762"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	16-APR-25 01.26.38.283000000 PM	16-APR-25 01.26.38.513000000 PM	0	27436	3	""	""
19480	"DM762"	"UPDATE SARFAESI ACCOUNT MARKING IN ##ACCOUNTCAL"	"COMPLETE"	16-APR-25 01.26.38.517000000 PM	16-APR-25 01.26.38.793000000 PM	0	27436	3	""	""
19481	"DM762"	"UPDATE RC-Pending MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	16-APR-25 01.26.38.793000000 PM	16-APR-25 01.26.38.850000000 PM	0	27436	3	""	""
19482	"DM762"	"UPDATE Written-Off Accounts MARKING IN ##ACCOUNTCAL"	"COMPLETE"	16-APR-25 01.26.38.850000000 PM	16-APR-25 01.26.39.250000000 PM	1	27436	3	""	""
19483	"DM762"	"UPDATE CONDI_STD IN ##ACCOUNTCAL"	"COMPLETE"	16-APR-25 01.26.39.250000000 PM	16-APR-25 01.26.40.177000000 PM	1	27436	3	""	""
19484	"DM762"	"UPDATE Last Credit Date"	"COMPLETE"	16-APR-25 01.26.40.177000000 PM	16-APR-25 01.26.41.140000000 PM	1	27436	3	""	""
19485	"DM762"	"UPDATE AddlProvisionAmount  AT Account level"	"COMPLETE"	16-APR-25 01.26.41.143000000 PM	16-APR-25 01.26.41.143000000 PM	0	27436	3	""	""
19486	"DM762"	"MOC UPDATES AUTO AND MANUAL"	"COMPLETE"	16-APR-25 01.26.44.597000000 PM	16-APR-25 01.26.48.303000000 PM	4	27436	3	""	""
19487	"DM762"	"CoBorrower"	"COMPLETE"	16-APR-25 01.26.48.303000000 PM	16-APR-25 01.26.48.527000000 PM	0	27436	3	""	""
19488	"DM762"	"Reference_Period_Calculation"	"COMPLETE"	16-APR-25 01.26.48.863000000 PM	16-APR-25 01.27.03.717000000 PM	15	27436	4	""	""
19489	"DM762"	"DPD_Calculation"	"COMPLETE"	16-APR-25 01.27.03.717000000 PM	16-APR-25 01.27.12.037000000 PM	9	27436	4	""	""
19490	"DM762"	"Marking_InMonthMark_Customer_Account_level"	"COMPLETE"	16-APR-25 01.27.12.040000000 PM	16-APR-25 01.27.14.053000000 PM	2	27436	4	""	""
19491	"DM762"	"Marking_FlgDeg_Degreason"	"COMPLETE"	16-APR-25 01.27.14.053000000 PM	16-APR-25 01.27.17.630000000 PM	3	27436	4	""	""
19492	"DM762"	"MaxDPD_ReferencePeriod_Calculation"	"COMPLETE"	16-APR-25 01.27.17.630000000 PM	16-APR-25 01.27.20.863000000 PM	3	27436	4	""	""
19493	"DM762"	"NPA_Date_Calculation"	"COMPLETE"	16-APR-25 01.27.20.863000000 PM	16-APR-25 01.27.22.317000000 PM	2	27436	4	""	""
19494	"DM762"	"Update_AssetClass"	"COMPLETE"	16-APR-25 01.27.22.317000000 PM	16-APR-25 01.28.04.563000000 PM	42	27436	4	""	""
19495	"DM762"	"NPA_Erosion_Aging"	"COMPLETE"	16-APR-25 01.28.04.563000000 PM	16-APR-25 01.28.06.233000000 PM	2	27436	4	""	""
19496	"DM762"	"Final_AssetClass_Npadate"	"COMPLETE"	16-APR-25 01.28.06.233000000 PM	16-APR-25 01.28.14.133000000 PM	8	27436	4	""	""
19497	"DM762"	"Upgrade_Customer_Account"	"COMPLETE"	16-APR-25 01.28.14.133000000 PM	16-APR-25 01.28.28.787000000 PM	14	27436	4	""	""
19498	"DM762"	"SMA_MARKING"	"COMPLETE"	16-APR-25 01.28.28.787000000 PM	16-APR-25 01.28.46.910000000 PM	18	27436	4	""	""
19499	"DM762"	"Marking_FlgPNPA"	"COMPLETE"	16-APR-25 01.28.46.910000000 PM	16-APR-25 01.28.50.497000000 PM	4	27436	4	""	""
19500	"DM762"	"Marking_NPA_Reason_NPAAccount"	"COMPLETE"	16-APR-25 01.28.50.497000000 PM	16-APR-25 01.28.53.210000000 PM	3	27436	4	""	""
19501	"DM762"	"UpdateProvisionKey_AccountWise"	"COMPLETE"	16-APR-25 01.28.53.210000000 PM	16-APR-25 01.29.01.250000000 PM	8	27436	4	""	""
